INJ_OBD;INJ_HW;IGN;IAC;RPM;MAP;ECT;TPS;SPD;O2SENS;AVG SPD;LPK_OBD;LPH_OBD;LPH_INJ;TOTAL_OBD;TOTAL_INJ;AVG_OBD;AVG_INJ;CURR_OBD;CURR_INJ;CURR_RUN;RUN_TOTAL;INJ_CLOSED;CLOSED_DUR;SAVED_FUEL;;;ÊÃ\× ÂÎÇÄÓÕÀ;;ãð\ñåê;;;1;0.75
3.88;5.34;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;6.34;24.09;24.53;13.44;13.95;1.36;1.41;10.11;183.94;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;5.34;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;6.34;24.09;24.53;13.44;13.95;1.36;1.41;10.11;183.94;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;5.34;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;6.34;24.09;24.53;13.44;13.95;1.36;1.41;10.11;183.94;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.64;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.88;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.64;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.88;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.64;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.88;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.38;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.58;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.38;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.58;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.38;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.58;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.65;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.9;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.65;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.9;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
3.88;6.65;30.63;36.08;1650;7;86.33;4;73;1.84;78.49;6.31;4.6;7.9;24.09;24.53;13.42;13.93;1.36;1.41;10.14;183.97;3755416;3049876.25;12.2;;14.0875;50.715;;14.0875;2.0125;;;
6.38;6.3;24.99;36.08;1675;12;86.33;8;74;1.76;78.49;10.39;7.69;7.59;24.1;24.53;13.41;13.93;1.36;1.42;10.17;184;3755416;3049876.25;12.2;;23.550625;84.78225;;23.550625;1.962552083;;;
6.38;6.3;24.99;36.08;1675;12;86.33;8;74;1.76;78.49;10.39;7.69;7.59;24.1;24.53;13.41;13.93;1.36;1.42;10.17;184;3755416;3049876.25;12.2;;23.550625;84.78225;;23.550625;1.962552083;;;
6.38;6.29;24.99;36.08;1675;12;86.33;8;74;1.76;78.49;10.39;7.69;7.59;24.1;24.53;13.41;13.93;1.36;1.42;10.17;184;3755416;3049876.25;12.2;;23.550625;84.78225;;23.550625;1.962552083;;;
6.38;6.63;24.99;36.08;1675;12;86.33;8;74;1.76;78.49;10.39;7.69;7.99;24.1;24.53;13.41;13.93;1.36;1.42;10.17;184;3755416;3049876.25;12.2;;23.550625;84.78225;;23.550625;1.962552083;;;
6.38;6.66;24.99;36.08;1675;12;86.33;8;74;1.76;78.49;10.39;7.69;8.03;24.1;24.53;13.41;13.93;1.36;1.42;10.17;184;3755416;3049876.25;12.2;;23.550625;84.78225;;23.550625;1.962552083;;;
6.38;6.66;24.99;36.08;1675;12;86.33;8;74;1.76;78.49;10.39;7.69;8.03;24.1;24.53;13.41;13.93;1.36;1.42;10.17;184;3755416;3049876.25;12.2;;23.550625;84.78225;;23.550625;1.962552083;;;
6.38;6.19;24.99;36.08;1675;12;86.33;8;74;1.76;78.49;10.39;7.69;7.46;24.1;24.53;13.41;13.93;1.36;1.42;10.17;184;3755416;3049876.25;12.2;;23.550625;84.78225;;23.550625;1.962552083;;;
6.13;6.58;25.46;36.08;1725;12;86.33;8;75;1.76;78.49;10.14;7.61;8.18;24.1;24.53;13.4;13.91;1.37;1.42;10.2;184.03;3755416;3049876.25;12.2;;23.305625;83.90025;;23.305625;1.942135417;;;
6.13;6.58;25.46;36.08;1725;12;86.33;8;75;1.76;78.49;10.14;7.61;8.18;24.1;24.53;13.4;13.91;1.37;1.42;10.2;184.03;3755416;3049876.25;12.2;;23.305625;83.90025;;23.305625;1.942135417;;;
6.13;6.58;25.46;36.08;1725;12;86.33;8;75;1.76;78.49;10.14;7.61;8.2;24.1;24.53;13.4;13.91;1.37;1.42;10.2;184.03;3755416;3049876.25;12.2;;23.305625;83.90025;;23.305625;1.942135417;;;
6.13;6.14;25.46;36.08;1725;12;86.33;8;75;1.76;78.49;10.14;7.61;7.62;24.1;24.54;13.4;13.91;1.37;1.42;10.2;184.03;3755416;3049876.25;12.2;;23.305625;83.90025;;23.305625;1.942135417;;;
6.13;6.12;25.46;36.08;1725;12;86.33;8;75;1.76;78.49;10.14;7.61;7.61;24.1;24.54;13.4;13.91;1.37;1.42;10.2;184.03;3755416;3049876.25;12.2;;23.305625;83.90025;;23.305625;1.942135417;;;
6.13;6.12;25.46;36.08;1725;12;86.33;8;75;1.76;78.49;10.14;7.61;7.61;24.1;24.54;13.4;13.91;1.37;1.42;10.2;184.03;3755416;3049876.25;12.2;;23.305625;83.90025;;23.305625;1.942135417;;;
5.88;6.41;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;8.07;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;6.41;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;8.07;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;6.41;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;8.07;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;2.95;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;3.72;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;2.78;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;3.51;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;2.78;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;3.51;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;2.28;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;2.87;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;2.28;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;2.87;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
5.88;2.28;26.4;36.08;1750;12;86.33;8;77;1.76;78.49;9.61;7.4;2.87;24.1;24.54;13.39;13.9;1.37;1.42;10.22;184.05;3755416;3049876.25;12.2;;22.6625;81.585;;22.6625;1.888541667;;;
6.13;2.06;26.87;36.08;1800;8;86.33;0;79;2.5;78.49;10.05;7.94;2.66;24.1;24.54;13.38;13.89;1.37;1.42;10.25;184.08;3755416;3049876.25;12.2;;24.31625;87.5385;;24.31625;3.03953125;;;
6.13;2.06;26.87;36.08;1800;8;86.33;0;79;2.5;78.49;10.05;7.94;2.66;24.1;24.54;13.38;13.89;1.37;1.42;10.25;184.08;3755416;3049876.25;12.2;;24.31625;87.5385;;24.31625;3.03953125;;;
6.13;2.06;26.87;36.08;1800;8;86.33;0;79;2.5;78.49;10.05;7.94;2.66;24.1;24.54;13.38;13.89;1.37;1.42;10.25;184.08;3755416;3049876.25;12.2;;24.31625;87.5385;;24.31625;3.03953125;;;
6.13;2.02;26.87;36.08;1800;8;86.33;0;79;2.5;78.49;10.05;7.94;2.62;24.1;24.54;13.38;13.89;1.37;1.42;10.25;184.08;3755416;3049876.25;12.2;;24.31625;87.5385;;24.31625;3.03953125;;;
6.13;2.02;26.87;36.08;1800;8;86.33;0;79;2.5;78.49;10.05;7.94;2.62;24.1;24.54;13.38;13.89;1.37;1.42;10.25;184.08;3755416;3049876.25;12.2;;24.31625;87.5385;;24.31625;3.03953125;;;
6.13;2.02;26.87;36.08;1800;8;86.33;0;79;2.5;78.49;10.05;7.94;2.62;24.1;24.54;13.38;13.89;1.37;1.42;10.25;184.08;3755416;3049876.25;12.2;;24.31625;87.5385;;24.31625;3.03953125;;;
6.13;2.03;26.87;36.08;1800;8;86.33;0;79;2.5;78.49;10.05;7.94;2.63;24.1;24.54;13.38;13.89;1.37;1.42;10.25;184.08;3755416;3049876.25;12.2;;24.31625;87.5385;;24.31625;3.03953125;;;
2;2.02;19.82;36.08;1575;2;86.33;0;79;2.5;78.49;2.87;2.27;2.29;24.11;24.54;13.35;13.85;1.37;1.42;10.28;184.11;3755416;3049876.25;12.2;;6.951875;25.02675;;6.951875;3.4759375;;;
2;2.02;19.82;36.08;1575;2;86.33;0;79;2.5;78.49;2.87;2.27;2.29;24.11;24.54;13.35;13.85;1.37;1.42;10.28;184.11;3755416;3049876.25;12.2;;6.951875;25.02675;;6.951875;3.4759375;;;
2;2.02;19.82;36.08;1575;2;86.33;0;79;2.5;78.49;2.87;2.27;2.29;24.11;24.54;13.35;13.85;1.37;1.42;10.28;184.11;3755416;3049876.25;12.2;;6.951875;25.02675;;6.951875;3.4759375;;;
2;2.01;19.82;36.08;1575;2;86.33;0;79;2.5;78.49;2.87;2.27;2.28;24.11;24.54;13.35;13.85;1.37;1.43;10.28;184.11;3755416;3049876.25;12.2;;6.951875;25.02675;;6.951875;3.4759375;;;
2;2.01;19.82;36.08;1575;2;86.33;0;79;2.5;78.49;2.87;2.27;2.28;24.11;24.54;13.35;13.85;1.37;1.43;10.28;184.11;3755416;3049876.25;12.2;;6.951875;25.02675;;6.951875;3.4759375;;;
2;2.01;19.82;36.08;1575;2;86.33;0;79;2.5;78.49;2.87;2.27;2.28;24.11;24.54;13.35;13.85;1.37;1.43;10.28;184.11;3755416;3049876.25;12.2;;6.951875;25.02675;;6.951875;3.4759375;;;
1.88;2;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.16;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.16;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.16;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.02;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.19;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.02;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.19;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.02;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.19;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.04;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.2;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.04;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.2;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.03;18.88;36.08;1500;2;86.33;0;79;2.5;78.49;2.56;2.03;2.19;24.11;24.54;13.32;13.82;1.37;1.43;10.31;184.14;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.03;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.19;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.03;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.19;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.03;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.19;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.04;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.2;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.04;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.2;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.04;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.2;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.04;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.21;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.04;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.21;24.11;24.54;13.29;13.79;1.37;1.43;10.34;184.17;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.23;24.11;24.54;13.26;13.76;1.38;1.43;10.37;184.2;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.26;13.76;1.38;1.43;10.37;184.2;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.26;13.76;1.38;1.43;10.37;184.2;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.26;13.76;1.38;1.43;10.37;184.2;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.26;13.76;1.38;1.43;10.37;184.2;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.26;13.76;1.38;1.43;10.37;184.2;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
1.88;2.06;18.88;36.08;1500;2;86.33;0;80;2.5;78.49;2.53;2.03;2.22;24.11;24.54;13.23;13.73;1.38;1.43;10.4;184.23;3755416;3049876.25;12.2;;6.216875;22.38075;;6.216875;3.1084375;;;
2;2.06;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;3755416;3049876.25;12.2;;5.94125;21.3885;;5.94125;2.970625;;;
2;2.06;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;3755416;3049876.25;12.2;;5.94125;21.3885;;5.94125;2.970625;;;
2;2.06;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;3755416;3049876.25;12.2;;5.94125;21.3885;;5.94125;2.970625;;;
2;2.34;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2.27;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;2168028;3049876.25;12.2;;5.94125;21.3885;;5.94125;2.970625;;;
2;2.34;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2.27;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;2168028;3049876.25;12.2;;5.94125;21.3885;;5.94125;2.970625;;;
2;2.27;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2.2;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;2168028;3049876.25;12.2;;5.94125;21.3885;;5.94125;2.970625;;;
2;2.17;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2.11;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;2168028;3062884.5;12.25;;5.94125;21.3885;;5.94125;2.970625;;;
2;2.17;17.94;36.08;1350;2;86.33;0;79;0;78.49;2.46;1.94;2.11;24.11;24.54;13.2;13.69;1.38;1.43;10.43;184.26;2168028;3062884.5;12.25;;5.94125;21.3885;;5.94125;2.970625;;;
2.38;2.16;17;41.96;1200;2;86.33;0;78;0;78.49;2.63;2.05;1.87;24.11;24.54;13.17;13.66;1.38;1.43;10.46;184.29;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2.38;2.16;17;41.96;1200;2;86.33;0;78;0;78.49;2.63;2.05;1.87;24.11;24.54;13.17;13.66;1.38;1.43;10.46;184.29;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2.38;2.16;17;41.96;1200;2;86.33;0;78;0;78.49;2.63;2.05;1.87;24.11;24.54;13.17;13.66;1.38;1.43;10.46;184.29;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2.38;2.15;17;41.96;1200;2;86.33;0;78;0;78.49;2.63;2.05;1.86;24.11;24.55;13.17;13.66;1.38;1.43;10.46;184.29;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2.38;2.15;17;41.96;1200;2;86.33;0;78;0;78.49;2.63;2.05;1.86;24.11;24.55;13.17;13.66;1.38;1.43;10.46;184.29;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2.38;2.15;17;41.96;1200;2;86.33;0;78;0;78.49;2.63;2.05;1.86;24.11;24.55;13.17;13.66;1.38;1.43;10.46;184.29;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.15;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.2;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.15;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.2;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.15;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.2;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.14;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.2;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.14;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.2;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.14;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.2;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.12;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.17;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.12;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.17;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.12;17.94;36.08;1425;2;86.33;0;76;2.5;78.49;2.7;2.05;2.17;24.11;24.55;13.14;13.63;1.38;1.43;10.49;184.32;2168028;3062884.5;12.25;;6.278125;22.60125;;6.278125;3.1390625;;;
2;2.1;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.19;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.1;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.18;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.09;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.18;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.08;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.17;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.08;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.17;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.08;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.17;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.06;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.15;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.06;18.41;36.08;1450;2;86.33;0;77;2.5;78.49;2.71;2.09;2.15;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.400625;23.04225;;6.400625;3.2003125;;;
2;2.06;18.88;36.08;1475;2;86.33;0;77;2.5;78.49;2.76;2.12;2.18;24.11;24.55;13.12;13.6;1.38;1.43;10.52;184.35;2168028;3062884.5;12.25;;6.4925;23.373;;6.4925;3.24625;;;
2;2.1;18.88;36.08;1475;2;86.33;0;77;2.5;78.49;2.76;2.12;2.23;24.11;24.55;13.09;13.57;1.38;1.43;10.54;184.37;2168028;3062884.5;12.25;;6.4925;23.373;;6.4925;3.24625;;;
2;2.1;18.88;36.08;1475;2;86.33;0;77;2.5;78.49;2.76;2.12;2.23;24.11;24.55;13.09;13.57;1.38;1.43;10.54;184.37;2168028;3062884.5;12.25;;6.4925;23.373;;6.4925;3.24625;;;
2;2.1;18.88;36.08;1475;2;86.33;0;77;2.5;78.49;2.76;2.12;2.23;24.11;24.55;13.09;13.57;1.38;1.43;10.54;184.37;2168028;3062884.5;12.25;;6.4925;23.373;;6.4925;3.24625;;;
2;2.1;18.88;36.08;1475;2;86.33;0;77;2.5;78.49;2.76;2.12;2.23;24.11;24.55;13.09;13.57;1.38;1.43;10.54;184.37;2168028;3062884.5;12.25;;6.4925;23.373;;6.4925;3.24625;;;
